Order Name,Action,  Machine State  ,Insert Counter,Time
W0804_CC,Time Frame,Stop,12672,06:30
W0804_CC,Time Frame,Stop,12672,06:40
W0804_CC,Time Frame,Stop,12672,06:50
W0804_CC,Time Frame,Stop,12672,07:00
W0804_CC,Time Frame,Stop,12672,07:10
W0804_CC,Time Frame,Stop,12672,07:20
W0804_CC,Time Frame,Stop,12672,07:30
W0804_CC,Time Frame,Stop,12672,07:40
W0804_CC,Time Frame,Stop,12672,07:50
W0804_CC,Time Frame,Stop,12672,08:00
W0804_CC,Time Frame,Stop,12672,08:10
W0804_CC,Time Frame,Stop,12672,08:20
W0804_CC,Time Frame,Stop,12672,08:30
W0804_CC,Time Frame,Stop,12672,08:40
W0804_CC,Time Frame,Stop,12672,08:50
W0804_CC,Time Frame,Stop,12672,09:00
W0804_CC,Time Frame,Stop,12672,09:10
W0804_CC,Time Frame,Stop,12672,09:20
W0804_CC,Time Frame,Stop,12672,09:30
W0804_CC,Time Frame,Stop,12672,09:40
T1604_CC,Operation pressed ResetAll,Stop,12672,09:49
T1604_CC,Operation pressed General Resume,Stop,12672,09:49
T1604_CC,Operation pressed Resume Robots,Stop,12672,09:49
T1604_CC,Operation pressed Resume Index Table,Stop,12672,09:49
T1604_CC,Operation pressed Resume Unload Conveyor,Stop,12672,09:49
T1604_CC,Operation pressed Resume Load Conveyor,Stop,12672,09:49
T1604_CC,Operation pressed Resume Camera,Stop,12672,09:49
T1604_CC,Operation pressed Resume Load Conveyor,Stop,12672,09:49
T1604_CC,Operation pressed Resume Index Table,Stop,12672,09:49
T1604_CC,Operation pressed Resume Unload Conveyor,Stop,12672,09:49
T1604_CC,Operation pressed Start,SetupSucces,12672,09:49
T1604_CC,Operation pressed General Resume,Running,12672,09:49
T1604_CC,Operation pressed Resume Robots,Running,12672,09:49
T1604_CC,Operation pressed Resume Index Table,Running,12672,09:49
